title,company,price,year,km_driven,fuel_type,transmission,city,link
Audi A6 (2022),Audi,3900000,2022,17420,Petrol,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-audi-a6-in-moradabad-uttar-pradesh-iid-1841590700
Mahindra Thar (2024),Mahindra,1225000,2024,29000,Petrol,Automatic,"Jhunganpur, Moradabad",https://www.olx.in/item/cars-c84-used-mahindra-thar-in-jhunganpur-moradabad-iid-1844938034
Bmw 6 Series Gt (2024),BMW,6000000,2024,20582,Petrol,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-bmw-6-series-gt-in-moradabad-uttar-pradesh-iid-1838743074
Hyundai Creta (2019),Hyundai,550000,2019,105000,Petrol,Manual,"Harthala, Moradabad",https://www.olx.in/item/cars-c84-used-hyundai-creta-in-harthala-moradabad-iid-1847183440
Hyundai I10 (2012),Hyundai,155000,2012,74000,Petrol,Manual,"Station Road, Moradabad",https://www.olx.in/item/cars-c84-used-hyundai-i10-in-station-road-moradabad-iid-1846975891
Tata Punch (2022),Tata,715000,2022,13500,Petrol,Manual,"Harthala, Moradabad",https://www.olx.in/item/cars-c84-used-tata-punch-in-harthala-moradabad-iid-1847420286
Audi A3 Cabriolet (2020),Audi,5000000,2020,42174,Petrol,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-audi-a3-cabriolet-in-moradabad-uttar-pradesh-iid-1842688433
Bmw 3 Series (2022),BMW,3700000,2022,43458,Petrol,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-bmw-3-series-in-budh-vihar-moradabad-iid-1840913963
Tata Safari (2023),Tata,1440000,2023,30000,Diesel,Manual,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-tata-safari-in-moradabad-uttar-pradesh-iid-1846801589
Maruti Suzuki Baleno (2019),Maruti Suzuki,550000,2019,69010,Petrol,Manual,"Jama Masjid, Moradabad",https://www.olx.in/item/cars-c84-used-maruti-suzuki-baleno-in-jama-masjid-moradabad-iid-1847115428
Kia Carens (2023),Kia,1250000,2023,70000,Diesel,Automatic,"Karula, Moradabad",https://www.olx.in/item/cars-c84-used-kia-carens-in-karula-moradabad-iid-1847425805
Bmw X7 (2023),BMW,10900000,2023,39387,Petrol,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-bmw-x7-in-moradabad-uttar-pradesh-iid-1837076885
Bmw X3 (2025),BMW,6900000,2025,7217,Petrol,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-bmw-x3-in-budh-vihar-moradabad-iid-1840652326
Porsche Cayenne (2022),Porsche,9900000,2022,42939,Petrol,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-porsche-cayenne-in-budh-vihar-moradabad-iid-1840047286
Hyundai I10 (2012),Hyundai,155000,2012,74000,Petrol,Manual,"Station Road, Moradabad",https://www.olx.in/item/cars-c84-used-hyundai-i10-in-station-road-moradabad-iid-1846975891
Bmw 3 Series Gran Limousine (2023),BMW,5000000,2023,3977,Diesel,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-bmw-3-series-gran-limousine-in-budh-vihar-moradabad-iid-1840722566
Tata Harrier (2023),Tata,1700000,2023,60852,Diesel,Manual,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-tata-harrier-in-moradabad-uttar-pradesh-iid-1845828555
Hyundai Elite I20 (2015),Hyundai,395999,2015,66500,Petrol,Manual,"Azad Nagar, Moradabad",https://www.olx.in/item/cars-c84-used-hyundai-elite-i20-in-azad-nagar-moradabad-iid-1845460638
Hyundai Creta Facelift (2022),Hyundai,825000,2022,83500,Petrol,Manual,"Harthala, Moradabad",https://www.olx.in/item/cars-c84-used-hyundai-creta-facelift-in-harthala-moradabad-iid-1847193497
Maruti Suzuki Wagon R (2025),Maruti Suzuki,424999,2025,19600,Petrol,Manual,"Diwan Ka Bazar, Moradabad",https://www.olx.in/item/cars-c84-used-maruti-suzuki-wagon-r-in-diwan-ka-bazar-moradabad-iid-1847408195
Audi A6 (2022),Audi,3900000,2022,17420,Petrol,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-audi-a6-in-moradabad-uttar-pradesh-iid-1841590700
Tata Punch (2022),Tata,715000,2022,13500,Petrol,Manual,"Harthala, Moradabad",https://www.olx.in/item/cars-c84-used-tata-punch-in-harthala-moradabad-iid-1847420286
Mercedes-Benz Glc (2025),Mercedes,6800000,2025,3080,Petrol,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-mercedes-benz-glc-in-moradabad-uttar-pradesh-iid-1843267107
Bmw I7 (2025),BMW,14500000,2025,14128,Electric,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-bmw-i7-in-moradabad-uttar-pradesh-iid-1843067348
Audi Q8 (2023),Audi,7200000,2023,28010,Petrol,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-audi-q8-in-moradabad-uttar-pradesh-iid-1842891185
Audi A6 (2022),Audi,3900000,2022,17420,Petrol,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-audi-a6-in-moradabad-uttar-pradesh-iid-1841590700
Hyundai Creta Facelift (2022),Hyundai,825000,2022,83500,Petrol,Manual,"Harthala, Moradabad",https://www.olx.in/item/cars-c84-used-hyundai-creta-facelift-in-harthala-moradabad-iid-1847193497
Bmw X7 (2023),BMW,10900000,2023,39387,Petrol,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-bmw-x7-in-moradabad-uttar-pradesh-iid-1837076885
Mercedes-Benz Glc (2017),Mercedes,2000000,2017,63000,Diesel,Automatic,"Pili Kothi, Moradabad",https://www.olx.in/item/cars-c84-used-mercedes-benz-glc-in-pili-kothi-moradabad-iid-1833073004
Volkswagen Vento (2012),Volkswagen,240000,2012,98000,Petrol,Manual,"Mazra Fazilpur, Moradabad",https://www.olx.in/item/cars-c84-used-volkswagen-vento-in-mazra-fazilpur-moradabad-iid-1843279013
Bmw I7 (2025),BMW,14500000,2025,14128,Electric,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-bmw-i7-in-moradabad-uttar-pradesh-iid-1843067348
Bmw X3 (2025),BMW,6900000,2025,7217,Petrol,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-bmw-x3-in-budh-vihar-moradabad-iid-1840652326
Hyundai I10 (2017),Hyundai,245000,2017,53800,Petrol,Manual,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-hyundai-i10-in-moradabad-uttar-pradesh-iid-1825128696
Audi A6 (2022),Audi,3900000,2022,17420,Petrol,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-audi-a6-in-moradabad-uttar-pradesh-iid-1841590700
Mercedes-Benz Eqe Suv (2023),Mercedes,7900000,2023,16778,Electric,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-mercedes-benz-eqe-suv-in-budh-vihar-moradabad-iid-1835595775
Bmw X3 (2025),BMW,6900000,2025,7217,Petrol,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-bmw-x3-in-budh-vihar-moradabad-iid-1840652326
Maruti Suzuki Wagon R (2013),Maruti Suzuki,189000,2013,86643,Petrol,Manual,"Gagan Pul, Moradabad",https://www.olx.in/item/cars-c84-used-maruti-suzuki-wagon-r-in-gagan-pul-moradabad-iid-1846709062
Bmw I7 (2025),BMW,14500000,2025,14128,Electric,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-bmw-i7-in-moradabad-uttar-pradesh-iid-1843067348
Tata Harrier (2023),Tata,1700000,2023,60852,Diesel,Manual,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-tata-harrier-in-moradabad-uttar-pradesh-iid-1845828555
Skoda Slavia (2022),Skoda,1025000,2022,94990,Petrol,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-skoda-slavia-in-moradabad-uttar-pradesh-iid-1840400509
Mercedes-Benz Glc (2025),Mercedes,6800000,2025,3080,Petrol,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-mercedes-benz-glc-in-moradabad-uttar-pradesh-iid-1843267107
Maruti Suzuki Dzire (2014),Maruti Suzuki,180000,2014,30,Diesel,Manual,"PWD Residential Colony, Moradabad",https://www.olx.in/item/cars-c84-used-maruti-suzuki-dzire-in-pwd-residential-colony-moradabad-iid-1845390185
Audi Q8 (2023),Audi,7200000,2023,28010,Petrol,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-audi-q8-in-moradabad-uttar-pradesh-iid-1842891185
Tata Punch (2024),Tata,715000,2024,85000,Petrol,Manual,"Delhi Road, Moradabad",https://www.olx.in/item/cars-c84-used-tata-punch-in-delhi-road-moradabad-iid-1846959441
Porsche Cayenne (2022),Porsche,9900000,2022,42939,Petrol,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-porsche-cayenne-in-budh-vihar-moradabad-iid-1840047286
Hyundai I10 (2012),Hyundai,165000,2012,74000,Petrol,Manual,"Station Road, Moradabad",https://www.olx.in/item/cars-c84-used-hyundai-i10-in-station-road-moradabad-iid-1846975891
Hyundai I20 (2011),Hyundai,185000,2011,58000,Petrol,Manual,"Diwan Ka Bazar, Moradabad",https://www.olx.in/item/cars-c84-used-hyundai-i20-in-diwan-ka-bazar-moradabad-iid-1847442404
Hyundai Creta Facelift (2017),Hyundai,449000,2017,86000,Diesel,Manual,"Damdama, Moradabad",https://www.olx.in/item/cars-c84-used-hyundai-creta-facelift-in-damdama-moradabad-iid-1847407946
Bmw 3 Series (2022),BMW,3700000,2022,43458,Petrol,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-bmw-3-series-in-budh-vihar-moradabad-iid-1840913963
Tata Punch (2022),Tata,715000,2022,13500,Petrol,Manual,"Harthala, Moradabad",https://www.olx.in/item/cars-c84-used-tata-punch-in-harthala-moradabad-iid-1847420286
Maruti Suzuki Ertiga (2013),Maruti Suzuki,300000,2013,88530,Diesel,Manual,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-maruti-suzuki-ertiga-in-budh-vihar-moradabad-iid-1844520324
Bmw I7 (2025),BMW,14500000,2025,14128,Electric,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-bmw-i7-in-moradabad-uttar-pradesh-iid-1843067348
Maruti Suzuki Wagon R (2013),Maruti Suzuki,189000,2013,86643,Petrol,Manual,"Gagan Pul, Moradabad",https://www.olx.in/item/cars-c84-used-maruti-suzuki-wagon-r-in-gagan-pul-moradabad-iid-1846709062
Maruti Suzuki Baleno (2019),Maruti Suzuki,550000,2019,69010,Petrol,Manual,"Jama Masjid, Moradabad",https://www.olx.in/item/cars-c84-used-maruti-suzuki-baleno-in-jama-masjid-moradabad-iid-1847115428
Bmw X3 (2022),BMW,4500000,2022,34768,Petrol,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-bmw-x3-in-moradabad-uttar-pradesh-iid-1840738424
Audi A6 (2022),Audi,3900000,2022,17420,Petrol,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-audi-a6-in-moradabad-uttar-pradesh-iid-1841590700
Toyota Innova Hycross (2023),Toyota,2190000,2023,87780,Petrol,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-toyota-innova-hycross-in-moradabad-uttar-pradesh-iid-1846432663
Audi A3 Cabriolet (2020),Audi,5000000,2020,42174,Petrol,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-audi-a3-cabriolet-in-moradabad-uttar-pradesh-iid-1842688433
Hyundai Creta Facelift (2017),Hyundai,449000,2017,86000,Diesel,Manual,"Damdama, Moradabad",https://www.olx.in/item/cars-c84-used-hyundai-creta-facelift-in-damdama-moradabad-iid-1847407946
Hyundai I10 (2017),Hyundai,245000,2017,53800,Petrol,Manual,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-hyundai-i10-in-moradabad-uttar-pradesh-iid-1825128696
Hyundai Xcent (2018),Hyundai,375000,2018,87489,Petrol,Manual,"Fazal Pur Lakdi, Moradabad",https://www.olx.in/item/cars-c84-used-hyundai-xcent-in-fazal-pur-lakdi-moradabad-iid-1846999807
Hyundai Grand I10 (2019),Hyundai,310000,2019,73540,Petrol,Manual,"Delhi Road, Moradabad",https://www.olx.in/item/cars-c84-used-hyundai-grand-i10-in-delhi-road-moradabad-iid-1844802321
Tata Punch (2022),Tata,715000,2022,13500,Petrol,Manual,"Harthala, Moradabad",https://www.olx.in/item/cars-c84-used-tata-punch-in-harthala-moradabad-iid-1847420286
Tata Punch (2025),Tata,600000,2025,34580,Petrol,Manual,"Delhi Road, Moradabad",https://www.olx.in/item/cars-c84-used-tata-punch-in-delhi-road-moradabad-iid-1845199804
Bmw 3 Series (2022),BMW,3700000,2022,43458,Petrol,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-bmw-3-series-in-budh-vihar-moradabad-iid-1840913963
Maruti Suzuki Baleno (2021),Maruti Suzuki,490000,2021,58000,Petrol,Manual,"Lakri Fajalpur, Moradabad",https://www.olx.in/item/cars-c84-used-maruti-suzuki-baleno-in-lakri-fajalpur-moradabad-iid-1847428589
Hyundai I10 (2012),Hyundai,155000,2012,74000,Petrol,Manual,"Station Road, Moradabad",https://www.olx.in/item/cars-c84-used-hyundai-i10-in-station-road-moradabad-iid-1846975891
Hyundai Grand I10 (2019),Hyundai,310000,2019,73540,Petrol,Manual,"Delhi Road, Moradabad",https://www.olx.in/item/cars-c84-used-hyundai-grand-i10-in-delhi-road-moradabad-iid-1844802321
Jaguar Xf (2014),Jaguar,750000,2014,72000,Diesel,Automatic,"Adarsh Colony, Moradabad",https://www.olx.in/item/cars-c84-used-jaguar-xf-in-adarsh-colony-moradabad-iid-1843880234
Maruti Suzuki Baleno (2019),Maruti Suzuki,550000,2019,69010,Petrol,Manual,"Jama Masjid, Moradabad",https://www.olx.in/item/cars-c84-used-maruti-suzuki-baleno-in-jama-masjid-moradabad-iid-1847115428
Jaguar Xf (2014),Jaguar,750000,2014,72000,Diesel,Automatic,"Adarsh Colony, Moradabad",https://www.olx.in/item/cars-c84-used-jaguar-xf-in-adarsh-colony-moradabad-iid-1843880234
Maruti Suzuki Wagon R (2013),Maruti Suzuki,189000,2013,86643,Petrol,Manual,"Gagan Pul, Moradabad",https://www.olx.in/item/cars-c84-used-maruti-suzuki-wagon-r-in-gagan-pul-moradabad-iid-1846709062
Bmw 3 Series (2022),BMW,3700000,2022,43458,Petrol,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-bmw-3-series-in-budh-vihar-moradabad-iid-1840913963
Audi A3 Cabriolet (2020),Audi,5000000,2020,42174,Petrol,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-audi-a3-cabriolet-in-moradabad-uttar-pradesh-iid-1842688433
Hyundai Creta Facelift (2022),Hyundai,825000,2022,83500,Petrol,Manual,"Harthala, Moradabad",https://www.olx.in/item/cars-c84-used-hyundai-creta-facelift-in-harthala-moradabad-iid-1847193497
Hyundai Elite I20 (2015),Hyundai,395999,2015,66500,Petrol,Manual,"Azad Nagar, Moradabad",https://www.olx.in/item/cars-c84-used-hyundai-elite-i20-in-azad-nagar-moradabad-iid-1845460638
Mercedes-Benz Gle (2022),Mercedes,6000000,2022,47894,Diesel,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-mercedes-benz-gle-in-moradabad-uttar-pradesh-iid-1835609502
Honda Amaze (2013),Honda,255000,2013,86000,Petrol,Manual,"Rahmat Nagar, Moradabad",https://www.olx.in/item/cars-c84-used-honda-amaze-in-rahmat-nagar-moradabad-iid-1843805882
Mercedes-Benz Glc (2017),Mercedes,2000000,2017,63000,Diesel,Automatic,"Pili Kothi, Moradabad",https://www.olx.in/item/cars-c84-used-mercedes-benz-glc-in-pili-kothi-moradabad-iid-1833073004
Bmw 3 Series Gran Limousine (2025),BMW,4700000,2025,12942,Diesel,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-bmw-3-series-gran-limousine-in-moradabad-uttar-pradesh-iid-1838579582
Bmw X3 (2025),BMW,6900000,2025,7217,Petrol,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-bmw-x3-in-budh-vihar-moradabad-iid-1840652326
Audi A6 (2022),Audi,3900000,2022,17420,Petrol,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-audi-a6-in-moradabad-uttar-pradesh-iid-1841590700
Bmw 6 Series Gt (2024),BMW,6000000,2024,20582,Petrol,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-bmw-6-series-gt-in-moradabad-uttar-pradesh-iid-1838743074
Mercedes-Benz Eqe Suv (2023),Mercedes,7900000,2023,16778,Electric,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-mercedes-benz-eqe-suv-in-budh-vihar-moradabad-iid-1835595775
Mercedes-Benz Gle (2022),Mercedes,6000000,2022,47894,Diesel,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-mercedes-benz-gle-in-moradabad-uttar-pradesh-iid-1835609502
Audi A3 Cabriolet (2020),Audi,5000000,2020,42174,Petrol,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-audi-a3-cabriolet-in-moradabad-uttar-pradesh-iid-1842688433
Maruti Suzuki Wagon R (2025),Maruti Suzuki,424999,2025,19600,Petrol,Manual,"Diwan Ka Bazar, Moradabad",https://www.olx.in/item/cars-c84-used-maruti-suzuki-wagon-r-in-diwan-ka-bazar-moradabad-iid-1847408195
Porsche Cayenne (2022),Porsche,9900000,2022,42939,Petrol,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-porsche-cayenne-in-budh-vihar-moradabad-iid-1840047286
Tata Harrier (2023),Tata,1145000,2023,47100,Diesel,Automatic,"Rohini, Delhi",https://www.olx.in/item/cars-c84-used-tata-harrier-in-rohini-delhi-iid-1840637518
Hyundai Creta (2025),Hyundai,1590000,2025,29000,Petrol,Automatic,"Bemina, Srinagar",https://www.olx.in/item/cars-c84-used-hyundai-creta-in-bemina-srinagar-iid-1846879407
Mahindra Xuv500 (2017),Mahindra,5,2017,74000,Diesel,Automatic,Rohini Sector,https://www.olx.in/item/cars-c84-used-mahindra-xuv500-in-rohini-sector-10-delhi-iid-1847445852
Honda Wr-V (2017),Honda,570000,2017,46442,Petrol,Manual,"Vadapalani BNDA Colony, Chennai",https://www.olx.in/item/cars-c84-used-honda-wrv-in-vadapalani-bnda-colony-chennai-iid-1844125882
Hyundai I20 (2012),Hyundai,140000,2012,65678,Petrol,Manual,"Mahavir Colony, Behta Hazipur",https://www.olx.in/item/cars-c84-used-hyundai-i20-in-mahavir-colony-behta-hazipur-iid-1845525538
Toyota Etios (2011),Toyota,245000,2011,59898,Petrol,Manual,"Kukatpally, Hyderabad",https://www.olx.in/item/cars-c84-used-toyota-etios-in-kukatpally-hyderabad-iid-1847447474
Honda City (2014),Honda,535000,2014,88740,Petrol,Automatic,"Chokkanahalli, Bengaluru",https://www.olx.in/item/cars-c84-used-honda-city-in-chokkanahalli-bengaluru-iid-1842808813
Maruti Suzuki Alto 800 (2004),Maruti Suzuki,158617,2004,76000,Petrol,Manual,"JP Nagar, Bengaluru",https://www.olx.in/item/cars-c84-used-maruti-suzuki-alto-800-in-jp-nagar-bengaluru-iid-1847447499
Kia Seltos (2022),Kia,1412400,2022,17279,Petrol,Automatic,"Garudachar Palya, Bengaluru",https://www.olx.in/item/cars-c84-used-kia-seltos-in-garudachar-palya-bengaluru-iid-1847350632
Toyota Yaris (2021),Toyota,565990,2021,149716,Petrol,Manual,"Dinnur main Road RT Nagar, Bengaluru",https://www.olx.in/item/cars-c84-used-toyota-yaris-in-dinnur-main-road-rt-nagar-bengaluru-iid-1847342953
Volkswagen Taigun (2023),Volkswagen,1125000,2023,28000,Petrol,Automatic,Lajpat Nagar,https://www.olx.in/item/cars-c84-used-volkswagen-taigun-in-lajpat-nagar-2-delhi-iid-1847447525
Tata Manza (2011),Tata,160000,2011,300000,Diesel,Manual,"Laxmi Nagar, Shevgaon",https://www.olx.in/item/cars-c84-used-tata-manza-in-laxmi-nagar-shevgaon-iid-1847447558
Maruti Suzuki Baleno (2018),Maruti Suzuki,494000,2018,58580,Petrol,Automatic,"Gandhi Nagar, Bengaluru",https://www.olx.in/item/cars-c84-used-maruti-suzuki-baleno-in-gandhi-nagar-bengaluru-iid-1842548729
Toyota Rumion (2024),Toyota,1100000,2024,30000,Petrol,Manual,"Vidya Nagar, Madikeri",https://www.olx.in/item/cars-c84-used-toyota-rumion-in-vidya-nagar-madikeri-iid-1847447482
Maruti Suzuki Ciaz (2022),Maruti Suzuki,599999,2022,108000,Petrol,Manual,"Main Bazar, Bagasara",https://www.olx.in/item/cars-c84-used-maruti-suzuki-ciaz-in-main-bazar-bagasara-iid-1847447533
Maruti Suzuki Alto K10 (2013),Maruti Suzuki,196018,2013,95705,Petrol,Manual,"Dinnur main Road RT Nagar, Bengaluru",https://www.olx.in/item/cars-c84-used-maruti-suzuki-alto-k10-in-dinnur-main-road-rt-nagar-bengaluru-iid-1845999627
Bmw X7 (2022),BMW,8000000,2022,64000,Petrol,Automatic,"Ashok Vihar, Delhi",https://www.olx.in/item/cars-c84-used-bmw-x7-in-ashok-vihar-delhi-iid-1847447789
Mg Hector (2019),MG,1058000,2019,49238,Petrol,Automatic,"Bollaram, Hyderabad",https://www.olx.in/item/cars-c84-used-mg-hector-in-bollaram-hyderabad-iid-1847304380
Hyundai Venue (2019),Hyundai,664500,2019,78948,Petrol,Automatic,"Mada Manzil, Hyderabad",https://www.olx.in/item/cars-c84-used-hyundai-venue-in-mada-manzil-hyderabad-iid-1846863245
Maruti Suzuki Ciaz (2019),Maruti Suzuki,673118,2019,52412,Petrol,Manual,"Bollaram, Hyderabad",https://www.olx.in/item/cars-c84-used-maruti-suzuki-ciaz-in-bollaram-hyderabad-iid-1847364640
Maruti Suzuki Wagon R (2021),Maruti Suzuki,485000,2021,24000,Petrol,Automatic,"Medavakkam, Chennai",https://www.olx.in/item/cars-c84-used-maruti-suzuki-wagon-r-in-medavakkam-chennai-iid-1846873493
Hyundai I20 (2012),Hyundai,249999,2012,43000,Petrol,Manual,"Tari Mohalla, Ara",https://www.olx.in/item/cars-c84-used-hyundai-i20-in-tari-mohalla-ara-iid-1847130088
Maruti Suzuki Ignis (2017),Maruti Suzuki,325000,2017,85000,Petrol,Manual,"Gandhi Nagar, Kishangarh Ajmer District",https://www.olx.in/item/cars-c84-used-maruti-suzuki-ignis-in-gandhi-nagar-kishangarh-ajmer-district-iid-1847447773
Maruti Suzuki Ciaz (2019),Maruti Suzuki,650000,2019,99000,Petrol,Manual,"Mavdi, Rajkot",https://www.olx.in/item/cars-c84-used-maruti-suzuki-ciaz-in-mavdi-rajkot-iid-1847447880
Honda City (2023),Honda,650000,2023,49639,Petrol,Automatic,"Gadeswar Nagar, Vadodara",https://www.olx.in/item/cars-c84-used-honda-city-in-gadeswar-nagar-vadodara-iid-1845229330
Mahindra Xuv300 (2024),Mahindra,675000,2024,29000,Petrol,Automatic,Saltlake Sector,https://www.olx.in/item/cars-c84-used-mahindra-xuv-300-in-saltlake-sector-1-kolkata-iid-1840380166
Hyundai Creta (2023),Hyundai,800000,2023,67113,Petrol,Automatic,"Naranpura, Ahmedabad",https://www.olx.in/item/cars-c84-used-hyundai-creta-in-naranpura-ahmedabad-iid-1845257814
Chevrolet Beat (2015),Audi,260000,2015,100000,Petrol,Manual,"Weavers Colony, Panipat",https://www.olx.in/item/cars-c84-used-chevrolet-beat-in-weavers-colony-panipat-iid-1847448588
Jaguar Xf (2020),Jaguar,2250000,2020,38700,Petrol,Automatic,"Kolkata GPO, Kolkata",https://www.olx.in/item/cars-c84-used-jaguar-xf-in-kolkata-gpo-kolkata-iid-1846326839
Datsun Go (2014),Audi,195000,2014,21000,Petrol,Automatic,"Vastral, Ahmedabad",https://www.olx.in/item/cars-c84-used-datsun-go-in-vastral-ahmedabad-iid-1847448651
Honda Amaze (2013),Honda,145000,2013,66000,Petrol,,"Central Avenue, Kolkata",https://www.olx.in/item/cars-c84-used-honda-amaze-in-central-avenue-kolkata-iid-1847449148
Toyota Innova Crysta (2016),Toyota,1625000,2016,101946,Diesel,Manual,"Jakkur, Bengaluru",https://www.olx.in/item/cars-c84-used-toyota-innova-crysta-in-jakkur-bengaluru-iid-1836257396
Hyundai Eon (2014),Hyundai,181000,2014,113407,Petrol,Manual,"Muthiya, Ahmedabad",https://www.olx.in/item/cars-c84-used-hyundai-eon-in-muthiya-ahmedabad-iid-1838716504
Datsun Redigo (2016),Audi,136765,2016,29435,Petrol,Manual,"Shahpur, Ahmedabad",https://www.olx.in/item/cars-c84-used-datsun-redigo-in-shahpur-ahmedabad-iid-1846177878
Mahindra Xuv700 (2022),Mahindra,1990000,2022,70000,Petrol,Manual,"Jakkur, Bengaluru",https://www.olx.in/item/cars-c84-used-mahindra-xuv700-in-jakkur-bengaluru-iid-1847449169
Tata Nexon (2022),Tata,675000,2022,60053,Petrol,Automatic,"Prahlad nagar, Ahmedabad",https://www.olx.in/item/cars-c84-used-tata-nexon-in-prahlad-nagar-ahmedabad-iid-1845698701
Honda City (2015),Honda,309170,2015,144016,Petrol,Manual,"Vasna Saiyad, Vadodara",https://www.olx.in/item/cars-c84-used-honda-city-in-vasna-saiyad-vadodara-iid-1845392731
Maruti Suzuki Swift (2023),Maruti Suzuki,470000,2023,50000,Petrol,Automatic,"Tilbegumpur, Sikandarabad Industrial Area",https://www.olx.in/item/cars-c84-used-maruti-suzuki-swift-in-tilbegumpur-sikandarabad-industrial-area-iid-1847449040
Hyundai Verna (2018),Hyundai,629000,2018,43684,Petrol,Automatic,"Frontier Colony, Faridabad",https://www.olx.in/item/cars-c84-used-hyundai-verna-in-frontier-colony-faridabad-iid-1846453474
Maruti Suzuki Baleno (2018),Maruti Suzuki,460600,2018,59893,Petrol,Automatic,"Dinnur main Road RT Nagar, Bengaluru",https://www.olx.in/item/cars-c84-used-maruti-suzuki-baleno-in-dinnur-main-road-rt-nagar-bengaluru-iid-1847449814
Renault Kwid (2019),Renault,265000,2019,85000,Petrol,Manual,"Urban Estate, Patiala",https://www.olx.in/item/cars-c84-used-renault-kwid-in-urban-estate-patiala-iid-1845461760
Hyundai Verna (2010),Hyundai,230000,2010,79000,Diesel,Manual,"Shiridi Sai Nagar, Vizianagaram",https://www.olx.in/item/cars-c84-used-hyundai-verna-in-shiridi-sai-nagar-vizianagaram-iid-1840184195
Renault Kwid (2019),Renault,352688,2019,20759,Petrol,Automatic,"Ulhasnagar, Thane",https://www.olx.in/item/cars-c84-used-renault-kwid-in-ulhasnagar-thane-iid-1847449844
Kia Seltos (2022),Kia,1126100,2022,44485,Diesel,Automatic,"Kompalli, Hyderabad",https://www.olx.in/item/cars-c84-used-kia-seltos-in-kompalli-hyderabad-iid-1846186691
Honda City (2014),Honda,355000,2014,74525,Petrol,Automatic,"Goregaon East, Mumbai",https://www.olx.in/item/cars-c84-used-honda-city-in-goregaon-east-mumbai-iid-1846400572
Hyundai I10 (2012),Hyundai,140000,2012,100000,Petrol,,"Yusufa, Beelna",https://www.olx.in/item/cars-c84-used-hyundai-i10-in-yusufa-beelna-iid-1847449710
